transaction_id,card_number,transaction_amount,transaction_date,store_id
280,5242571554526332,25161,2023-11-12 06:18:52,6
281,1191317611778281,46808,2023-02-02 05:57:29,74
282,6680782823921974,16212,2023-08-03 09:06:59,17
283,8996972698812925,36651,2022-12-20 20:59:09,13
284,1270554660433192,36659,2023-05-14 19:56:33,27
285,7334539521633993,12508,2023-01-12 03:43:37,84
286,9672623057715492,48994,2023-09-11 14:08:38,67
287,7275727475830584,42527,2023-01-10 07:49:37,21
288,1078889986659535,49502,2023-02-02 03:58:04,82
289,0869141314562087,18105,2023-05-25 02:17:35,33
290,1922444151031958,5687,2023-04-08 03:56:08,1
291,5811600356356915,19431,2023-07-14 19:03:54,36
292,0181466457034565,24115,2023-05-23 17:50:05,6
293,4495207663164767,2235,2023-09-26 14:56:26,80
294,2961113306016884,13025,2023-12-07 16:05:24,78
295,6604876475938242,9598,2023-02-06 03:37:40,12
296,9830068971785510,33597,2023-07-30 10:40:55,83
297,2453193561468505,26786,2023-05-25 20:32:02,90
298,2998344229322347,7185,2023-04-07 15:16:22,13
299,8215612068094953,15955,2023-08-17 06:24:12,41
300,4014004689671454,41147,2023-04-29 14:13:36,23
301,0997340956180260,35004,2023-01-14 17:33:57,31
302,9997405871841950,31940,2023-03-19 05:31:21,68
303,6196711726268056,39602,2023-06-03 15:23:24,12
304,3127615315233985,37120,2023-08-15 15:22:38,66
305,3186457325857675,33460,2023-05-05 07:09:55,92
306,9175991326307428,17875,2023-08-17 07:08:05,66
307,6748027211744460,29192,2023-07-06 10:01:09,14
308,1983358620105369,110,2023-01-04 08:43:01,84
309,3582553438064464,26894,2023-05-08 02:02:52,11
310,9229921141497949,19395,2023-05-20 14:07:19,70
311,8342906430092792,3877,2022-12-16 04:00:02,7
312,5039317218869431,12065,2023-05-23 22:16:22,13
313,3518323639752458,23619,2023-09-21 16:35:02,67
314,2094207716710763,2377,2023-11-27 21:49:24,97
315,3898969647905530,36021,2023-04-16 10:19:12,31
316,3232090778836339,14767,2023-06-02 06:38:22,41
317,6697284576377857,44370,2023-03-02 02:46:36,97
318,9703414892671738,3685,2023-05-06 04:58:51,13
319,2757343157458943,32858,2023-04-05 19:18:44,50
320,4846907174785791,45268,2023-06-13 18:26:23,52
321,6948090668533211,22539,2023-01-17 06:09:27,46
322,2089878742065460,3143,2023-02-22 22:02:43,99
323,6547604848708984,29483,2023-10-18 05:31:35,12
324,5242571554526332,22470,2023-01-24 01:49:02,18
325,7275727475830584,22523,2023-03-30 10:59:58,5
326,5656403746622732,26784,2023-01-25 10:50:41,79
327,2906220058000199,23463,2023-07-17 16:04:45,60
328,1399880320974499,30580,2023-08-05 01:32:46,31
329,4203541064593562,38170,2023-09-06 03:56:29,80
330,1461795956110289,949,2023-02-10 15:42:15,87
331,6462298713959404,14512,2023-10-17 21:30:42,99
332,4289864291464690,35738,2023-09-11 18:08:18,10
333,3518323639752458,5983,2023-06-04 04:00:11,78
334,0997340956180260,27409,2023-12-08 09:32:11,57
335,7656016922016304,44294,2023-05-16 18:19:11,39
336,3483408546203943,44096,2023-02-22 21:19:22,79
337,6860237324556184,403,2023-10-07 00:22:48,64
338,7882010723590188,41801,2023-05-25 16:01:07,8
339,3991615109032173,10304,2023-05-29 13:20:20,89
340,9128155450164540,48850,2023-02-18 18:07:06,7
341,2203190391103323,46551,2023-03-19 04:34:57,62
342,7616570040494388,12821,2023-06-06 23:52:56,56
343,3271664465951407,41881,2023-04-24 02:05:41,6
344,7443075851149635,10895,2023-12-11 19:53:53,72
345,9290410602341309,1550,2023-07-04 03:24:45,27
346,4151150552035192,10201,2023-02-06 06:16:30,69
347,1059204949385833,401,2023-04-29 21:42:51,26
348,6398308378799555,41902,2023-06-10 11:39:34,95
349,2425736580559737,36306,2023-08-15 03:36:50,85
350,3827490778286199,47267,2023-08-17 09:32:56,94
351,6838593067803572,45603,2023-01-15 11:40:57,80
352,8583989471965934,46694,2023-06-18 14:01:12,60
353,1267454932877471,26338,2023-10-02 02:53:12,35
354,7621465546530625,1563,2023-03-01 23:30:40,99
355,4311930464189002,28892,2023-04-06 08:31:00,91
356,5883353970697085,11547,2022-12-13 14:37:45,63
357,0808389502181326,13080,2023-10-31 07:13:48,10
358,2881820286937640,30534,2023-09-10 08:31:28,4
359,4756805668289204,25425,2023-06-05 07:15:24,16
360,5442696391347242,45137,2023-08-10 04:28:57,51
361,5257803429546048,25324,2023-06-10 07:42:10,79
362,3797156820699292,35841,2022-12-15 21:56:00,95
363,5372189975215245,20522,2023-03-07 20:12:00,23
364,7275727475830584,36264,2023-04-07 20:13:54,35
365,1632305611989052,34443,2023-01-26 08:16:06,16
366,2203190391103323,27347,2023-10-07 09:38:24,95
367,7494409541090702,5859,2023-08-14 03:24:45,45
368,0036407418215583,703,2023-04-08 20:27:17,100
369,5998919254747266,31641,2023-07-12 15:09:27,38
370,5883353970697085,25667,2023-08-06 11:14:14,73
371,3192544758675484,41685,2023-02-11 13:32:09,64
372,3577256665911872,31338,2023-05-26 15:21:53,65
373,5535556306984690,16106,2023-09-13 04:35:14,4
374,1015348184118940,15158,2023-09-30 16:33:45,32
375,7329593187346483,16718,2023-06-13 23:32:30,56
376,1078889986659535,18305,2023-01-17 20:06:23,37
377,6064887091662082,1712,2023-09-02 06:32:01,31
378,4319539852250909,40214,2023-06-24 04:09:35,64
379,7443075851149635,36950,2023-10-04 02:00:01,71
380,3626432055904372,43601,2023-03-13 03:13:38,64
381,2457836299252052,3685,2023-07-12 01:28:53,79
382,2553145901789307,36212,2023-10-04 19:45:28,61
383,2039637068814705,3007,2023-05-19 07:10:01,3
384,6843772994887510,47456,2023-03-31 16:03:45,80
385,0025040216396837,45135,2023-08-15 08:43:41,30
386,5241773747372939,5158,2022-12-21 06:57:25,70
387,7656016922016304,10022,2023-01-28 19:40:55,55
388,3819554837939091,43320,2023-03-27 18:45:46,84
389,1882159214643213,20038,2023-11-21 02:17:55,19
390,4272333800775210,43031,2023-08-29 12:12:56,28
391,7446670285332342,40342,2022-12-28 15:22:34,74
392,7826528592113137,19337,2022-12-12 23:48:35,36
393,3271664465951407,45142,2023-03-22 12:54:34,33
394,8134810250592763,35957,2023-05-16 15:04:24,92
395,2792941452750511,13627,2023-07-05 05:04:29,32
396,3671970822685252,44509,2023-11-23 18:05:14,6
397,0174632702029015,9007,2023-07-26 18:30:19,36
398,6977965831488354,23695,2023-09-14 14:48:01,29
399,0367465641293300,14449,2023-05-15 18:37:38,96
400,0869141314562087,34416,2023-06-03 13:16:41,78
401,1163802621658370,5025,2023-01-21 12:27:15,64
402,7396574727455966,35437,2023-09-28 19:48:32,28
403,2066503008913193,23488,2023-03-20 23:55:39,49
404,4495207663164767,28952,2023-04-29 07:18:36,72
405,8750394678410156,28134,2023-04-01 22:53:47,91
406,2872032390557459,47623,2023-11-16 06:32:09,100
407,4802362382923840,18427,2023-10-02 04:38:12,70
408,3600810422821505,44254,2023-08-31 02:02:44,44
409,6462298713959404,19140,2023-11-30 19:50:25,1
410,7494409541090702,317,2023-02-27 00:35:24,47
411,6734157659001997,8255,2023-08-01 03:04:20,49
412,2645466984976327,23309,2023-01-15 00:07:24,77
413,2457836299252052,31544,2022-12-26 15:52:36,91
414,3463798852609693,36503,2023-01-09 06:08:38,20
415,7820928051379378,1287,2023-10-16 13:37:43,51
416,6446553144313682,16159,2023-03-24 20:00:14,14
417,3277283664354726,9278,2023-04-10 13:53:05,26
418,2078264973079929,18136,2023-07-08 03:19:20,60
419,1029832562847314,47448,2023-04-23 21:27:28,34
420,8134810250592763,19927,2023-01-27 19:00:43,8
421,1591839000471807,9571,2023-07-06 19:08:10,30
422,3320074480679202,23194,2023-11-11 16:08:04,43
423,9771568477759411,43305,2023-03-19 14:44:11,73
424,7696814731425120,31774,2023-11-23 19:21:55,15
425,0361067931402790,32727,2023-12-05 04:16:01,33
426,9830068971785510,25943,2023-10-04 19:48:34,53
427,9361534926351108,28579,2023-02-14 09:53:26,8
428,9522711290320866,4732,2023-01-08 08:07:19,60
429,2094207716710763,13678,2023-05-22 23:56:57,83
430,1956268714655656,21532,2023-11-12 06:00:07,3
431,6780469145886441,9429,2023-04-04 09:34:27,57
432,5535556306984690,48174,2023-04-01 16:51:03,59
433,6457762973466705,27648,2023-07-02 18:39:17,65
434,9402245551590042,8656,2023-02-03 02:20:23,20
435,6330352430866853,14570,2023-07-23 19:20:52,63
436,0384431718752481,4914,2023-07-04 00:43:19,6
437,3104509322717542,35343,2023-08-13 10:48:55,4
438,9489241157815659,35832,2023-03-04 13:23:09,42
439,1616279949608093,4390,2023-07-07 06:13:52,47
440,1764303921376582,14282,2023-01-22 18:58:35,61
441,6093697796660422,4732,2023-05-21 10:25:30,75
442,7696814731425120,48747,2023-08-16 08:17:40,97
443,5003392871484765,20305,2023-07-11 23:55:07,4
444,2646198537357607,31882,2023-05-18 13:31:48,82
445,0997340956180260,49918,2023-09-26 20:03:02,31
446,9229921141497949,41128,2023-10-11 06:03:50,7
447,1942641830675375,42591,2023-11-28 23:45:59,58
448,2943126239058724,35307,2023-10-14 23:47:44,49
449,1764303921376582,2930,2023-03-31 02:19:33,67
450,3991615109032173,12222,2023-04-05 09:27:21,71
451,5574485291189426,15908,2023-06-02 16:35:12,63
452,6457762973466705,36401,2023-05-06 06:55:01,71
453,5931817897459130,15760,2023-07-21 13:45:52,8
454,9536881817187727,29095,2023-08-14 02:23:31,2
455,6064887091662082,49329,2023-02-04 09:57:27,6
456,4006528222239507,29775,2023-02-11 21:26:52,31
457,9606369740297810,6369,2023-01-29 18:40:20,86
458,7229575013901643,47000,2023-09-09 14:15:29,94
459,4930239062278085,44583,2023-01-28 16:45:27,69
460,2138571586470252,42556,2023-05-10 00:36:50,74
461,5656403746622732,49890,2023-05-17 17:03:32,73
462,3668539410259971,16307,2023-07-30 10:33:04,9
463,7372984092555484,48218,2023-06-12 14:59:35,49
464,7391812240512989,25792,2023-02-05 01:59:32,85
465,6617972257629481,19005,2023-07-18 05:25:20,91
466,5911534757788115,39670,2023-08-29 10:04:09,34
467,8778408016097535,14005,2023-04-07 23:58:14,29
468,3186457325857675,30708,2023-04-29 09:30:29,1
469,6697284576377857,26097,2023-08-15 09:09:20,42
470,4151150552035192,32660,2023-06-14 11:00:43,2
471,9993542725332967,24093,2023-09-27 04:36:39,58
472,3133935504405905,32557,2023-05-23 02:31:52,7
473,3292594000924367,37070,2023-03-07 13:26:59,87
474,5464780347103914,13359,2023-06-16 00:45:28,23
475,8651507834606772,36721,2023-06-20 17:56:16,33
476,4364000415584038,33712,2023-09-08 16:28:56,12
477,7882010723590188,7016,2023-06-25 16:23:40,53
478,8546925067741353,34735,2023-04-15 11:39:47,9
479,4318769451123782,22896,2023-06-22 05:55:50,83
480,5306645383999073,17482,2023-08-23 03:02:16,34
481,4199134628745264,29321,2023-01-05 06:45:37,58
482,3646006814007685,26896,2023-06-03 07:39:34,91
483,2792941452750511,16726,2023-04-08 11:22:41,14
484,3666609759294506,35468,2023-02-06 08:32:55,68
485,2474693732770638,40270,2023-09-28 07:18:26,75
486,4495207663164767,46279,2023-06-23 08:03:36,3
487,2943126239058724,12118,2023-01-02 05:54:28,52
488,1632379645244653,47653,2023-11-22 12:00:48,89
489,9515079259447072,46852,2023-08-11 02:54:52,39
490,9402245551590042,45802,2023-03-06 16:02:57,100
491,6126191827264832,44620,2022-12-22 19:33:47,96
492,3969477515917953,2071,2023-04-29 22:01:49,2
493,3518323639752458,24113,2023-06-14 00:25:02,26
494,2648629645137580,13655,2023-05-13 17:31:02,6
495,6182336670636094,42461,2023-11-22 23:17:23,77
496,2676493808627920,12272,2022-12-16 19:40:57,45
497,1897296324075758,35673,2023-11-06 12:50:12,36
498,4495207663164767,6876,2023-07-05 11:50:33,89
499,1735645127582176,45225,2023-01-07 16:52:20,20
500,1655450342282731,39525,2023-09-05 15:46:51,1
501,8673616049244818,11642,2023-11-14 15:29:55,76
502,6838593067803572,21952,2023-01-13 11:54:00,1
503,6604876475938242,17540,2023-09-05 10:11:48,27
504,9515079259447072,37760,2023-09-27 00:57:39,71
505,0384431718752481,11674,2023-12-06 23:31:25,92
506,2217724420255318,39875,2023-08-29 17:03:08,61
507,8520026505589968,32271,2023-05-15 08:11:33,26
508,8673634772374579,24187,2022-12-15 09:19:14,62
509,6446553144313682,23857,2023-05-02 04:48:27,70
510,2138571586470252,34234,2022-12-28 21:15:18,38
511,1078889986659535,16569,2023-01-27 00:03:56,37
512,1842560808614384,39669,2023-08-11 00:26:27,13
513,8342906430092792,45959,2022-12-14 08:18:44,7
514,8778408016097535,49404,2023-03-27 21:05:12,35
515,6821808316585898,34400,2023-11-16 23:46:18,84
516,8215612068094953,25888,2023-08-18 14:09:39,25
