transaction_id ,card_number      ,transaction_amount ,transaction_date    ,store_id
            36 ,8058268959562166 ,             29228 ,2023-06-07 09:46:56 ,      19
            37 ,5431652542037140 ,              2676 ,2022-12-25 07:41:46 ,      76
            38 ,2675932950930820 ,             35757 ,2023-11-19 22:59:17 ,      18
            39 ,6599643330551447 ,             29405 ,2023-09-03 13:19:14 ,      26
            40 ,0231108479002294 ,              2437 ,2023-06-18 03:15:29 ,      52
            41 ,8950810227489473 ,              4691 ,2023-07-08 16:40:46 ,      53
            42 ,8353660554704637 ,             20977 ,2023-04-21 05:06:15 ,      83
            43 ,5162345040335074 ,             20442 ,2023-01-28 08:43:40 ,      57
            44 ,6558224565075006 ,             46842 ,2023-02-24 21:57:34 ,      85
            45 ,1905460369848857 ,             14169 ,2023-01-08 16:01:17 ,       3
            46 ,3020525524622379 ,             23249 ,2023-12-05 05:28:26 ,      34
            47 ,1932158565818523 ,             47830 ,2023-05-18 12:23:37 ,      43
            48 ,1932158565818523 ,             32219 ,2023-01-03 18:21:49 ,      96
            49 ,9267519709248798 ,             11748 ,2023-03-06 15:13:01 ,      34
            50 ,3904563155225308 ,             45077 ,2023-05-25 04:19:40 ,      22
            51 ,2026116841994250 ,             38031 ,2023-02-20 19:00:11 ,      88
            52 ,1377643863119015 ,             49609 ,2023-11-14 12:27:34 ,      50
            53 ,6708523116767296 ,             40531 ,2023-12-05 10:27:48 ,      44
            54 ,3277668118495034 ,             12213 ,2023-07-12 06:47:29 ,      21
            55 ,3705231114603261 ,             30475 ,2023-05-30 18:27:36 ,      39
            56 ,8880794885073465 ,             30404 ,2023-02-23 15:22:17 ,      16
            57 ,0408014522077241 ,             21177 ,2023-07-24 06:56:32 ,      22
            58 ,7226898417196097 ,             24748 ,2023-08-26 01:27:41 ,      13
            59 ,7853657125110618 ,             14170 ,2023-04-13 07:08:27 ,      97
            60 ,5209853421843168 ,             31092 ,2023-03-02 02:34:23 ,      73
            61 ,1932158565818523 ,              8884 ,2023-10-11 23:56:50 ,      83
            62 ,6599643330551447 ,             41788 ,2023-10-11 19:22:31 ,      40
            63 ,5162345040335074 ,             15451 ,2023-08-10 11:59:07 ,      44
            64 ,9883428451122123 ,               115 ,2023-01-17 10:26:52 ,      69
            65 ,1050484072229856 ,             20173 ,2023-08-24 10:20:03 ,      90
            66 ,5023848231360305 ,             13254 ,2023-06-04 16:15:08 ,      12
            67 ,7043968684907912 ,             31532 ,2023-07-24 04:56:37 ,      17
            68 ,7853657125110618 ,             49995 ,2023-10-13 01:07:35 ,      91
            69 ,9883428451122123 ,              4024 ,2023-10-03 08:37:55 ,      36
            70 ,3597177490425513 ,             40458 ,2023-08-15 20:13:11 ,      25
            71 ,9988555872816014 ,             21795 ,2023-03-18 09:15:35 ,      32
            72 ,6708523116767296 ,             33277 ,2023-06-03 20:43:19 ,      78
            73 ,3859655602010235 ,             44942 ,2023-02-03 12:40:47 ,      84
            74 ,1586693643241562 ,             13739 ,2023-04-25 09:11:05 ,      74
            75 ,1301334047688378 ,             21881 ,2023-10-19 18:32:43 ,      78
            76 ,7043968684907912 ,             22733 ,2023-11-08 00:19:29 ,      25
            77 ,5431652542037140 ,               774 ,2023-05-21 19:01:42 ,      11
            78 ,5740636650952011 ,              3067 ,2023-06-24 09:09:31 ,      14
            79 ,5218838801453352 ,             24115 ,2023-09-12 08:23:52 ,      55
            80 ,3597177490425513 ,             44123 ,2023-11-26 02:22:31 ,       6
            81 ,6558224565075006 ,             37907 ,2023-08-09 21:41:17 ,      18
            82 ,2026116841994250 ,             29366 ,2023-05-24 14:59:15 ,      45
            83 ,1073999836437064 ,             15906 ,2023-07-22 04:09:41 ,      75
            84 ,8191557756039748 ,              9277 ,2023-03-10 00:58:27 ,      46
            85 ,5087495693320542 ,              4612 ,2023-06-30 05:45:00 ,       9
            86 ,3277668118495034 ,             42224 ,2023-08-21 07:10:24 ,      92
            87 ,7245051015095552 ,              2366 ,2023-09-06 07:22:25 ,      27
            88 ,9267519709248798 ,             27051 ,2023-04-24 20:05:06 ,      80
            89 ,5209853421843168 ,              6093 ,2023-05-10 20:54:37 ,      98
            90 ,1860074202575714 ,             23174 ,2023-09-29 14:03:51 ,      30
            91 ,6503705919734612 ,             24017 ,2023-11-08 20:54:12 ,      68
            92 ,7226898417196097 ,             18399 ,2023-09-08 10:30:07 ,      16
            93 ,2026116841994250 ,             42697 ,2023-11-15 18:13:49 ,       4
            94 ,6281840291140881 ,             33994 ,2023-01-07 03:48:12 ,      95
            95 ,1570450084096434 ,             24196 ,2023-08-01 12:05:40 ,      77
            96 ,2871729211932636 ,             20577 ,2023-07-07 10:29:53 ,      29
            97 ,2097872414768955 ,             15411 ,2023-03-23 16:35:01 ,      26
            98 ,5277969439588076 ,             47839 ,2023-02-18 14:50:19 ,      86
            99 ,6586411205583485 ,             32209 ,2023-10-25 11:27:25 ,      27
           100 ,3541119015202628 ,             28830 ,2023-08-25 11:00:38 ,      97
